124.39,260.11,0,0
68.573,279.28,54.514,299.09
66.452,222.73,36.141,149.53
119.25,253.13,170.37,242.55
94.978,253.35,92.545,239.6
20.229,201.78,82.242,233.51
67.035,223.04,74.879,134.41
92.326,249.97,86.691,248.63
94.638,250.67,73.173,248.56
94.766,253.81,135.28,213.57
100.44,251.19,93.987,238.86
102.13,252.47,135.89,258.82
109.64,254.33,150.92,228.23
122.16,259.53,144.25,247.28
73.416,267.6,88.506,276.39
117.3,256.02,126.11,267.62
117.42,256.3,134.65,245.94
102.32,251.73,141.23,240.9
89.523,250.36,115,270.53
22.054,202.3,23.49,231.6
49.032,208.62,36.984,195.9
49.521,212.63,59.286,214.22
68.665,221.94,112.05,181.9
61.082,211.37,40.478,177.44
94.446,253.42,122.53,208.42
108,253.36,115.66,262.05
108,253.36,128.27,242.06
107.58,254.04,135.38,234.41
115.36,255.47,173.62,218
117.3,256.02,136.35,252.07
124.2,260.25,165.85,207.72
124.39,260.18,148.12,212.21
117.07,258.08,168,215.59
114.43,257.38,151.84,227.46
108.32,255.28,141.7,237.87
116.95,256.58,172.49,218.61
119.1,252.51,129.66,268.12
74.329,267.96,89.02,275.01
114.86,257.5,133.24,242.87
109.95,253.92,106.48,254.47
77.127,258.5,87.845,268.09
73.915,265.85,78.621,254.3
71.739,273.44,75.365,274.53
71.744,281.36,59.375,290.85
70.205,289.21,53.726,300.52
69.658,291.11,97.763,300.52
69.533,288.61,41.405,300.52
70.105,282.81,72.596,286.99
71.244,275.17,65.101,282.53
74.317,267.74,91.279,276.95
78.857,262.21,81.425,257.26
79.269,256.34,104.32,274.89
78.359,239.48,0,0
76.117,258.17,93.642,274.07
76.612,260.39,91.121,268.68
78.96,262.32,83.881,266.26
78.922,262.4,94.589,269.29
73.915,265.85,91.483,270.35
73.416,267.6,86.715,285.78
71.739,273.44,68.257,267.65
71.862,275.46,74.173,279.3
71.689,281.55,63.977,287.6
70.413,281.05,60.911,287.7
69.993,282.97,57.905,292.07
70.767,283.42,66.52,277.78
69.092,288.52,58.431,291.64
69.658,291.11,46.6,291.54
69.115,289.79,58.609,283.41
77.789,239.02,0,0
76.423,247.45,0,0
79.08,255.38,79.373,242.96
92.624,245.59,122,267.24
93.251,244.29,130.19,234.29
95.239,254.69,120,248.13
100.44,251.19,89.86,244.39
102.32,251.73,117.66,225.36
108.66,255.3,122.56,254.77
108.24,255.36,104.83,239.29
115.36,255.47,126.6,257.09
116.81,257.96,129.23,257.79
117.3,256.02,119.35,260.66
119.17,253.2,85.767,229.75
68.676,202.38,62.86,209.22
66.973,204,54.2,187.28
61.999,210.8,35.471,178.09
66.592,222.61,64.151,116.32
77.991,259.11,103.03,280.63
77.232,258.24,91.022,267.17
73.915,265.85,88.445,266.88
74.94,172.82,71.46,160.14
74.661,267.41,97.33,290.6
94.54,250.79,71.713,241
75.999,240.57,7.9239,156.02
66.445,222.97,106.05,183.01
115.85,256.98,147.24,237.45
106.78,258.63,120.39,254.43
105.95,260.33,119.09,254.08
106.46,259.52,128.39,246.19
109.75,254.53,132.6,237.39
114.96,257.17,135.78,245.85
117.21,256.33,90.859,252.88
116.49,258.77,124.71,237.49
123.54,260.79,149.18,248.4
108.39,255.23,131.96,244.15
102.17,252.18,114.3,247.74
101.98,251.63,137.12,235.96
95.138,252.98,117.43,230.6
94.8,252.99,125.17,244.74
94.44,253.17,103.83,289.04
94.36,249.45,99.449,227.53
89.671,250.72,78.048,242.69
77.183,258.32,88.642,267.68
78.609,261.61,75.351,256.05
73.915,265.85,84.212,264.23
74.155,267.71,81.631,266.11
74.556,268.1,81.342,297.51
74.807,268.16,98.072,286.59
69.564,284.7,87.537,287.04
70.622,282.3,71.38,272.49
116.16,257.04,168.32,211.54
108.41,254.98,134.28,240.19
108.36,254.98,132.1,254.51
108.2,254.82,153.5,221.67
93.639,252.14,83.705,252.72
66.843,223.07,15.935,154.98
35.695,207.18,19.577,199.22
34.919,208.97,28.035,198.05
78.504,239.09,0,0
78.42,244,158.06,300.52
78.094,239.73,132.45,203.55
78.364,239.53,123.43,257.98
77.703,239.88,75.573,136.19
78.22,239.03,158.29,169.76
95.036,254.03,144.61,250.61
66.496,222.93,49.746,244.18
66.147,220,50.856,223.11
92.852,249.83,93.751,261.29
100.03,251.68,151.03,241.66
47.025,210.2,49.665,197.05
107.56,253.86,101.5,257.67
41.566,209.53,41.567,207.8
108.49,256.07,134.83,257.25
115.39,255.73,103.01,258.51
117.74,258.62,85.767,221.81
29.992,206.14,24.975,204.07
68.208,220.91,50.988,176.45
124.58,259.85,96.393,233.04
22.983,203.48,23.841,205.37
121.26,259.37,0,0
121.97,255.74,111.94,222.19
76.579,240.37,106.44,137.28
72.099,186.19,67.966,198.03
15.4,206.06,6.799,200.31
49.507,209.94,35.499,183.17
65.78,223.66,42.218,168
63.221,219.05,64.468,157.65
21.992,208.38,41.899,173.37
55.528,212.62,63.687,208.12
49.735,213.22,37.32,163.95
50.596,209.44,26.732,174.55
45.688,210.6,38.274,194.65
63.869,199.15,54.795,205.04
41.98,211,40.778,206.58
79.857,169.05,85.191,165
37.597,208.65,31.978,205.35
77.911,176.6,82.049,165.48
73.305,186.72,54.196,187.16
81.26,176.29,82.186,165.02
33.751,207.33,22.783,203.3
37.508,207.75,29.141,201.82
28.945,205.09,20.542,203.84
26.182,206.17,15.919,204.81
73.613,172.81,78.017,181.59
26.859,204.49,12.306,202.41
73.165,181.02,77.81,178.25
23.04,202.81,6.799,196.39
20.635,201.9,17.702,179.97
74.785,173.59,78.619,202.28
59.224,208.63,63.984,203.5
48.168,207.84,47.883,207.7
52.912,212.3,55.686,211.12
72.57,181.53,88.923,175.56
71.588,189.56,70.041,196.8
46.599,210.18,47.062,211.26
64.605,199.31,65.655,203.48
63.656,218.42,80.935,165.13
36.139,207.3,42.395,211.45
49.408,212.25,43.89,187.43
23.562,203.77,33.816,216.21
73.16,271.88,84.056,269.39
30.721,206.61,31.665,199.66
27.469,204.19,27.601,206.9
28.545,205.66,22.413,213.14
28.444,205.79,19.705,211.86
111.22,254.53,100.18,248.36
19.082,203.37,20.304,198.76
22.505,206.36,10.851,173.37
113.84,255.94,100.75,234.91
21.085,209.24,10.851,248.15
51.057,211.75,51.967,209.22
45.157,211.03,41.197,201.61
34.919,208.97,43.633,211.94
26.883,205.17,43.871,217.76
119.19,253.02,129.97,268.39
119.46,252.59,87.101,237.68
71.156,279.96,53.726,300.52
68.151,279.18,56.653,288.17
119.29,252.71,149.82,254.09
