213.58,126.54,215.69,108.01
213.91,131.87,0,0
213.28,130.81,227.47,104.04
275.95,135.92,0,0
287.25,149.99,0,0
237.55,140.74,0,0
174.52,192.56,0,0
150.96,162.52,136,148.34
169.36,195.36,175.44,198.41
222.42,151.13,0,0
207.52,162.73,0,0
252.01,135.16,0,0
277.13,152.41,275.19,124.9
254.69,97.436,257.81,100.45
156.56,159.5,151.99,163.41
252.49,126.76,248.35,103.96
251.6,98.538,258.29,103.85
252.46,98.877,257.1,105.32
255.61,104.45,259.09,99.662
274.78,137.59,0,0
286.3,149.11,0,0
290.91,167.74,0,0
206.94,160.42,0,0
213,156.74,0,0
226.53,176.21,0,0
281.22,135.39,0,0
290.57,169.65,0,0
274.91,113.19,0,0
289.85,168.81,0,0
276.41,152.74,0,0
