347.9,140.99,390.56,121.01
338.93,110.66,378.16,115.17
382.96,141.13,384.53,121.31
355.86,141.94,384.02,123.74
344.3,133.08,358.92,128.26
428.14,95.719,412.17,113.39
425.66,106.21,426.13,123.61
428.64,111.87,410.08,114.77
423.94,117.71,407.1,122.61
416.15,122.34,414.33,121.56
403.14,130.53,400.31,118.69
368.51,149.02,386.77,140.38
360.82,153.89,377.98,144.4
358,145.54,368.32,133.13
354.73,138.53,369.8,134.63
358.01,149.03,362.34,123.03
402.25,130.6,386.78,124.28
336.8,112.68,379.97,105.51
336.14,105.49,378.05,116.83
355.94,83.984,391.14,111.42
342.11,95.144,392.46,109.76
346.82,91.954,382.97,107.76
357.64,86.471,387.07,110.81
366.97,77.788,383.46,108.89
376.85,74.291,389.49,112.13
388.91,68.479,384.03,108.87
400.82,62.576,384.83,110.42
404.22,68.009,399.61,110.01
401.79,66.467,393.2,110.18
356.95,146.91,367.65,124.27
359.38,149.23,367.01,138.54
366.25,159.37,381.95,132.68
366.83,148.96,384.74,130.35
368.73,147.56,378.73,131.34
373.59,145.21,381.33,128.06
374.7,144.59,383.89,125.93
380.68,141.28,386.47,124.3
380.64,141.3,387.98,125.47
387.57,137.46,390.6,121.08
390.29,137.55,391.12,122.23
395.75,134.77,389.83,120.78
351.88,139.86,376.4,124.45
395.04,132.09,391.89,123.96
402.85,128.98,390.08,121.65
402.85,128.98,391.03,121.79
356.95,146.91,378.28,126.09
410.16,124.92,397.25,119.89
410.16,124.92,397.46,119.74
367.05,150.08,381.84,125.26
416.96,121.01,397.26,119.62
415.65,122.11,398.06,120.16
359.28,150.06,373.2,148.2
382.82,141.06,384.1,123.74
364.31,156.58,373.2,148.2
426.26,117.63,406.93,119.37
395.77,134.03,388.42,118.75
430.91,112.17,401.66,121.22
432.12,116.5,403.68,116.74
411.61,125.2,398.05,121.9
350.76,130.53,366.96,115.89
432.12,116.5,409.32,118.45
432.12,116.5,408,120.09
432.12,116.5,414.77,123.67
350.33,140.97,371.96,125.37
429.9,113.93,401.36,122.28
432.12,116.5,409.58,125.72
425.64,106.87,410.03,127
432.12,116.5,422.51,116.63
423.79,99.229,400.38,113.99
441.55,122.47,404.65,121.93
429.31,110.73,414.55,116.69
428.99,110.03,413.9,116.29
426.37,103.81,404.34,114.37
426.05,105.55,420.63,115.37
427.34,102.39,406.54,113.73
427.53,101.41,423.1,116.93
331.73,101.44,381.12,105.88
413.38,86.795,392.9,112
425.79,105.08,419.49,119.03
425.78,105.07,402.01,112.05
415.64,86.6,395.79,112.87
359.01,149.69,359.74,149.89
364.53,155.95,373.44,141.55
367.03,148.85,381.96,130.78
375.24,150.03,378.61,127.23
425.87,105.23,397.64,113.74
389.1,137.3,392.28,125.03
432.12,116.5,397.83,113.81
402.55,129.15,392.98,118.72
342.75,91.3,390.35,111.14
416.58,122.19,394.73,116.66
409.2,126.29,396.21,119.73
377.32,72.12,393.14,111.83
422.55,118.83,414.13,121.11
400.87,62.402,391.77,111.49
422.9,118.3,413.42,119.74
414.33,88.589,394.91,112.13
335.38,105.83,377.98,115.6
425.8,105.1,399.56,116.41
430.83,116.77,419.49,127.64
431.71,116.58,425.47,122.93
363.43,154.25,384.02,123.74
431.04,116.35,398.1,118.12
428.42,111.96,400.82,114
342.94,92.757,394.37,113.06
432.12,116.5,408.71,115.14
432.12,116.5,398.01,117.24
428.76,101.49,402.06,114.22
432.12,116.5,425.47,122.93
437.54,116.7,417.79,118.78
424.43,118.36,398.17,117.14
