99.839,226.65,92.149,234.44
66.553,238.43,58.462,232.62
84.863,242.55,94.14,241.02
103.92,259.95,94.364,268.14
152.27,289.59,157.82,290.63
147.23,286.21,155.87,290.18
139.95,283.92,146.29,304.21
132.27,282.17,119.36,297.6
132.19,282.3,120.04,297.41
124.48,279.95,114.72,281.47
124.7,283.61,115.24,304.82
107.46,274.74,103.31,250.35
96.378,252.97,78.22,250.97
95.158,237.28,74.881,221.5
95.053,230.26,77.2,234.83
87.995,225.22,97.826,224.39
87.759,224.46,75.198,223.31
102.18,218.83,108.47,216.34
102.76,210.98,110.74,207.5
104.46,203.41,111.23,207.65
94.638,229.3,84.46,245.88
102.4,256.5,87.447,261.27
101.03,262.23,107.73,276.42
103.7,208.81,103.28,209.75
102.7,210.92,103.56,210.24
87.995,225.22,82.054,212.32
89.186,230.16,90.895,222.27
97.06,233.38,84.317,241.99
96.313,234.06,94.454,231.17
94.762,235.87,91.323,238.84
81.293,243.67,82.243,218.95
79.475,243.15,78.003,224.93
75.09,240.54,57.916,238.67
67.425,238.01,64.947,234.33
64.681,237.7,71.623,221.52
64.585,238.88,66.604,238.37
64.585,238.88,65.778,238.15
64.721,237.85,59.136,230.44
57.547,234.66,61.161,214.01
97.326,251.44,97.313,255.47
108.5,269.09,104.02,249.83
107.46,274.74,90.882,280.6
109.23,286.68,108.6,293.37
106.93,288.52,118.81,282.2
106.51,290.15,109.91,285.57
107.11,289.88,122.43,283.01
104.76,297.81,103.06,319.03
103.82,297.84,108.7,292.41
102.15,303.54,102.85,310.33
102.52,303.47,102.05,296.06
101.99,311.53,100.42,313.04
99.957,311.09,101.56,302.33
99.575,312.9,100.74,298.26
109.57,286.51,119.61,282.77
107.46,274.74,108.38,258.01
107.46,274.74,90.986,244.92
108.5,269.09,85.739,241.89
108.5,269.09,94.322,251.08
106.17,270.58,87.08,257.44
114.37,283.73,115.14,280.6
87.995,225.22,73.001,240.35
87.995,225.22,96.326,243.94
87.995,225.22,73.181,236.58
96.561,222.22,80.547,231.46
95.728,222.43,106.26,204.01
95.606,222.65,93.924,220.84
87.995,225.22,96.195,236.01
87.995,225.22,98.719,226.48
87.995,225.22,82.61,215.7
87.995,225.22,61.634,210.99
89.096,227.01,94.664,243.96
95.678,222.46,85.909,235.01
105.3,270.83,93.729,253.13
89.923,238.5,80.491,239.54
109.08,285.38,118.61,283.14
106.14,290.22,106.51,294.99
104.9,296.11,115.88,297.38
103.7,305.07,102.71,303.32
51.739,238.1,56.684,238.64
153.47,290.78,163.11,285.85
151.68,289.7,146.55,302.3
146.76,286.99,153,288.11
100.91,313.64,103.2,314.08
52.069,237.94,40.757,234.76
99.986,319.97,97.972,294.6
138.23,285.29,136.52,301.63
144.66,287.24,147.59,289.75
104.38,209.01,104.59,207.86
53.829,233.83,55.655,230.81
130.09,281.94,125.83,299.38
64.815,237.18,59.482,234.04
101.79,219.44,106.93,206.3
136.63,285,132.64,308.13
72.309,239.56,58.018,230.68
109.15,285.97,110.92,295.65
76.921,240.03,89.141,221.64
80.202,243.36,81.148,223.77
109.59,291.81,105.17,295
129.85,282.28,130.81,306.65
132.5,282.62,113.07,299.31
89.504,237.97,79.838,225.11
102.43,304.51,99.548,307.56
98.541,228.37,82.628,221.71
124.39,283.95,100.64,288.94
74.292,240.46,62.493,236.32
99.234,319.08,99.779,299.67
64.585,238.88,65.25,236.02
99.779,224.12,93.681,231.71
113.81,283.8,107.27,289.49
152.74,289.07,158.58,299.79
103.05,211.19,98.582,220.77
137.75,283.78,139.89,300.86
105.26,205.37,105.35,203.71
106.86,290.48,105.3,287.99
102.17,305.08,105.41,312.79
144.61,286.26,149.52,289.22
110.23,206.51,114,224.12
126.3,280.16,118.5,289.81
147.32,286.4,147.77,298.23
104.78,298.07,120.31,332.19
112.95,200.23,116.73,224.28
108.11,274.65,101.42,282.68
153.9,290.4,151.53,300.18
107.88,269.31,103.7,267.5
93.547,236.54,94.182,235.09
100.82,224.06,113.51,218.92
102.66,215.8,108.28,216.65
105.26,208.47,107.84,216.33
101.99,311.52,102.65,297.49
110.97,199.61,118.87,223.99
99.139,321.09,113.61,278.64
100.02,319.84,101.7,299.94
108.21,269.24,110.79,290.98
78.891,238.03,55.749,230.9
67.903,238.89,61.346,237.74
56.47,235.23,81.191,222.13
50.838,231.95,67.694,251.73
94.638,229.3,87.676,241.11
100.67,223.86,112.25,212.91
104.2,202.69,97.825,196.97
106.93,271.64,107.51,282.51
125.21,281.4,116.09,308.35
140.55,285.11,145.76,305
153.8,290.87,132.18,271.59
148.26,287.03,142.66,308.66
153.55,290.8,120.09,290.49
140.19,285,139.21,306.9
105.96,288.73,102.63,288.55
108.37,292.54,123.23,282.64
104.16,298.24,107.89,297.12
103.78,305.23,103.76,300.01
101.19,314.59,107.35,295.64
99.892,320.3,112.49,321.75
102.13,309.79,103.84,303.96
100.3,317.8,101.62,298.71
98.786,251.98,103.45,253.24
94.995,231.65,73.693,235.7
102.06,217.07,106.22,208.89
104.51,201.61,72.739,207.44
104.15,202.87,90.543,222.72
104.27,212.93,105.91,203.42
58.977,236.47,72.17,217.45
80.252,239.48,87.034,244.35
97.521,234.69,78.477,245.04
99.551,206.7,108.76,202.98
