0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
331.4,135.88,-48.828,2.4706,3.7857
0,0,0,0,0
213.39,284.53,-9.2615,5.6641,0.90692
0,0,0,0,0
165.37,118.98,-49.526,2.2711,3.712
338.15,221.19,-44.544,2.5545,6.288
320.09,157.25,-49.886,2.4169,7.161
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
313.03,213.02,-49.095,2.2387,6.6054
297.48,101.19,-49.919,2.3234,5.2317
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
162.76,220.64,-40.46,2.9558,5.5546
266.76,213.8,-48.071,2.5067,5.7282
253.42,193.63,-26.189,3.9734,7.351
254.62,195.92,-35.856,3.2947,8.3785
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
212.8,208.18,-34.696,3.4047,7.8535
217.48,206.38,-13.901,4.6031,6.6124
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
261.94,183.07,-26.809,3.4226,2.294
287.06,232.33,-49.495,2.4161,2.5795
0,0,0,0,0
0,0,0,0,0
277.61,99.707,-29.62,4.5873,1.8828e-05
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
281.65,86.674,-38.466,3.2884,0.87658
300.36,92.279,-1.0932,5.7847,0.23469
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
233.16,111.36,-0.1298,4.9484,7.5456
298.99,139.95,-42.215,2.6858,7.4781
295.3,108.15,-41.606,3.1427,5.9018
313.2,108.3,-12.53,4.492,7.0903
334.81,234.6,-49.587,2.2848,5.8934
0,0,0,0,0
238.52,178.1,-28.708,4.0616,3.7625
242.99,169.73,-48.805,2.664,4.4892
206.06,229.22,-23.825,3.8186,6.8045
204.98,228.04,-32.489,3.1334,7.1068
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
288.88,150.77,-14.15,4.8068,7.0975
312.51,143,-36.422,3.4006,7.9479
0,0,0,0,0
0,0,0,0,0
195.22,215.55,-38.146,3.1871,7.1036
218.59,210.85,-33.525,3.4048,9.0871
306.04,172.74,-41.068,3.2308,2.5287
305.5,161.93,-49.981,2.2928,5.7561
286.55,130.59,-48.926,2.8075,4.9621
296.42,134.56,-25.459,4.2433,3.8649
280.38,104.98,-37.786,2.9594,5.7208
281.77,94.33,-12.736,4.2042,5.6638
319.65,178.2,-37.342,2.3911,6.7095
318.6,177.61,-32.048,2.8503,5.9154
307.29,169.34,-37.378,2.5281,6.4832
308.29,170.08,-28.541,3.2446,3.5007
0,0,0,0,0
0,0,0,0,0
182.58,206.04,-7.2353,5.5595,5.9712
185.73,197.96,-33.949,4.1836,5.1612
360.24,179.92,-5.3871,5.5139,2.8471e-05
0,0,0,0,0
171.23,155.27,-47.092,2.0102,9.2395
188.47,155.69,-47.053,1.995,7.9849
259.85,224.87,-43.63,2.8108,7.1708
257.96,183.76,-48.825,2.306,8.1033
345.99,153.39,-23.783,3.2679,6.0078
0,0,0,0,0
139.78,160.38,-15.657,4.4611,4.7259
144.88,172.1,-18.88,4.5277,3.2229
0,0,0,0,0
314.86,159.45,-39.123,3.5406,2.8582
290.13,215.97,-43.522,2.7983,5.8146e-07
235.64,217.12,-7.0099,5.3503,1.5988
243.17,229.41,-37.797,3.2107,8.6068
135.59,153.39,-36.397,2.7589,9.0406
174.21,211.69,-24.948,4.4635,2.1161
0,0,0,0,0
0,0,0,0,0
305.08,222.57,-40.058,2.8998,7.2374
312.19,205.55,-49.781,2.5639,4.7103
229.99,225.48,-5.2703,5.5063,0.77396
232.03,226.13,-6.3882,5.3532,1.4431
319.76,229.32,-39.211,2.7576,9.9597
324.79,211.45,-27.149,3.7609,5.9427
315.14,194.3,-43.106,3.0733,4.6488
318.73,192.65,-37.215,3.8039,2.969
0,0,0,0,0
0,0,0,0,0
212.68,278.25,-13.387,5.8057,1.1599
214.19,286,-7.1398,5.652,2.2894
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
288.42,127.86,-48.189,2.3543,6.5446
302.94,133.53,-7.2966,5.0057,4.2389
174.73,182.54,-2.5318,4.9631,4.2131
173.63,182.96,-0.61025,5.0385,4.5351
214.83,213.63,-48.266,2.5685,7.1313
202.31,214.86,-47.302,2.6777,6.01
188.93,192.32,-19.407,4.3774,5.9752
186.42,186.16,-24.904,4.0035,4.6943
202.17,246.33,-17.714,3.7196,6.7829
197,243.97,-19.822,3.4831,7.9812
285.34,132.33,-37.119,2.787,8.6764
285.2,130.33,-15.488,4.4546,3.8462
0,0,0,0,0
0,0,0,0,0
229.78,170.39,-27.386,3.5665,6.7861
242.6,168.85,-33.402,3.1532,6.1594
