201.38,224.19,0,0
216.02,237.2,0,0
208.25,241.88,0,0
219.73,254.86,0,0
316.53,167.25,310.01,169.83
218.99,143.44,0,0
218.37,144.39,0,0
220.27,149.32,0,0
223.75,149.17,0,0
229.6,145.9,219.98,188.98
215.52,149.55,0,0
214.59,149.79,0,0
215.04,149.34,0,0
302.5,167.9,299.79,158.11
308.23,185.56,0,0
318.53,193.57,315.13,187.86
240.34,167.39,226.91,190.34
234.5,155.32,0,0
223.75,149.17,0,0
235.72,168.79,0,0
235.27,166.67,219.98,190.34
228.8,146.04,238.93,190.34
239.59,168.12,226.91,190.34
185.78,206.27,0,0
306.75,166.75,310.01,169.83
308.65,187.03,314.19,173.13
323.78,197.09,228.38,216.65
319.06,182.73,228.38,216.65
288.77,133.71,227.62,212.98
200.2,218.46,212.03,214.08
261.58,199.76,0,0
280.74,115.19,274.19,123.6
271.97,120.2,272.08,122.66
224.35,193.41,0,0
237.47,171.18,0,0
274.4,124.7,274.19,123.6
176.23,176.18,0,0
250.31,169.64,0,0
220.59,158.67,0,0
239.98,189.54,219.98,190.34
240.34,190,0,0
302.55,168.26,314.51,174.58
238.45,169.08,0,0
247.96,184.51,0,0
316.53,167.25,0,0
319.06,182.73,314.19,173.13
233.51,159.59,0,0
233.34,155.72,0,0
311.37,193.93,0,0
318.87,199.77,314.19,173.13
224.68,198.98,0,0
240.7,168.32,219.98,190.34
286.73,164.64,0,0
233.7,167.13,0,0
228.71,158.11,217.77,193.8
282.73,136.35,281.16,129.75
228.45,146.63,0,0
223.75,149.17,0,0
275.09,125.36,272.08,122.66
306.81,172.2,310.01,169.83
238.71,165.51,226.91,190.34
304.8,147.87,0,0
249.29,188.32,0,0
316.33,180.06,0,0
259.18,190.29,238.93,210.62
321.65,198.24,315.13,187.86
261.58,199.76,239.86,200.74
252.53,204.77,239.86,200.74
239.13,188.53,0,0
307.1,165.5,310.45,169.58
319.06,182.73,314.19,173.13
305.82,181.57,314.51,174.58
308.58,187.24,314.19,173.13
180.74,192.74,182.56,189.63
202.23,223.48,0,0
206.91,242.43,0,0
222.65,195.1,0,0
237.32,169.22,226.91,190.34
269.06,170.08,0,0
306.37,166.43,310.01,169.83
305.36,166.51,310.01,169.83
316.94,179.42,0,0
317.44,179.78,0,0
316.53,167.25,0,0
321.55,198.51,0,0
318.26,200.34,315.13,187.86
314.26,207.34,0,0
