0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
299.71,164.72,-11.978,3.6617,5.226
294.22,173.52,-44.192,1.9014,9.8183
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
259.29,191.34,-49.983,1.6115,5.199
283.9,201.67,-39.003,1.9584,9.1483
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
232.63,169.32,-39.184,2.1413,1.6732
291.23,174.46,-49.361,1.6129,7.0901
292.56,92.378,-37.295,2.5071,6.3715
250.47,103.3,-47.357,1.6576,9.6342
336.14,185.63,-21.836,3.9662,1.4909
0,0,0,0,0
228.75,183.32,-49.873,1.5,8.7246
228.92,187.72,-20.194,3.6126,3.7638
206.96,221.43,-44.555,1.7165,9.6338
205.88,223.07,-47.347,1.5156,8.4845
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
304.05,129.61,-21.379,3.2249,4.0374
284.55,144,-49.999,1.5197,8.1406
182.96,216.81,-49.944,1.6319,8.8077
185.29,217.91,-49.383,1.6891,8.8434
210.67,216.17,-46.432,2.1832,4.0098
207.72,212.47,-46.906,1.9809,4.5607
298.6,161.61,-46.469,2.2311,4.2835
294.27,160.44,-49.891,1.6876,7.9122
301.9,142.96,-38.739,2.3012,9.3645
296.62,130.06,-48.607,1.8036,5.4973
280.48,72.659,-2.5765,4.0463,6.1326
0,0,0,0,0
326.04,181.07,-29.272,2.7437,7.1408
315.75,179.34,-45.582,1.5678,4.9494
307.91,170.67,-29.653,2.9476,4.3287
308.4,168.8,-33.627,2.6431,4.6207
0,0,0,0,0
0,0,0,0,0
174.16,200.56,-48.683,1.5134,3.3666
176.06,189.51,-48.615,1.8919,1.828
0,0,0,0,0
0,0,0,0,0
145.08,167.72,-28.912,2.855,8.4585
210.73,158.73,-28.866,2.7957,8.9861
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
335.86,227.13,-34.851,2.5147,3.3737
348.02,196.38,-41.327,2.2123,0.55312
0,0,0,0,0
0,0,0,0,0
265.51,130.16,-42.839,1.8782,5.5518
359.75,174.85,-42.683,2.0773,3.9588
311.51,218.51,-37.298,2.2621,8.3061
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
206.11,250.01,-22.975,4.6452,0.57707
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
299.4,135.96,-48.666,1.6599,7.8964
293.94,130.6,-43.938,2.3854,2.219
173.36,183.04,-16.594,3.5214,2.4031
169.47,185.2,-30.751,2.0751,4.851
0,0,0,0,0
206.04,230.45,-38.598,3.4951,2.2403
189.99,191.62,-24.288,3.5963,3.3512
185.26,190.01,-46.205,2.1066,3.8567
203.33,241.58,-45.266,1.5,9.3645
209.54,241.46,-46.489,1.5,7.6761
281.27,133.43,-25,3,7.4499
289.36,131.12,-36.27,2.4181,4.1102
347.6,163.58,-44.803,1.8156,9.7281
350.27,160.01,-32.307,2.5808,8.2056
238.65,167.89,-49.214,1.6529,6.1146
243.39,162.26,-27.085,3.2502,3.7049
291.51,138.04,-9.2358,3.9537,5.6604
305.19,151.46,-47.568,1.8728,6.9666
169.52,199.82,-46.962,1.6267,6.2429
179.46,207.55,-49.982,1.5007,5.8811
0,0,0,0,0
0,0,0,0,0
252.53,84.924,-10.015,3.601,9.5486
282.83,105.9,-49.348,1.682,8.0115
275.58,119.7,-39.388,2.0637,3.7382
265.81,109.75,-2.9769,4.1727,4.7455
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
