201.38,224.19,198.55,220.76
216.02,237.2,204.9,237.42
208.25,241.88,208,242.22
219.73,254.86,213.84,236.78
316.53,167.25,312.04,172.14
218.99,143.44,215.61,208.65
218.37,144.39,216.84,189.36
220.27,149.32,213.92,173.39
223.75,149.17,208.6,163.53
229.6,145.9,216.84,167.19
215.52,149.55,233.04,209.39
214.59,149.79,0,0
215.04,149.34,0,0
302.5,167.9,309.38,161.66
308.23,185.56,314.76,175.4
318.53,193.57,317.16,183.9
240.34,167.39,222.91,188.48
234.5,155.32,238.36,188.48
223.75,149.17,232.6,167.19
235.72,168.79,222.91,188.48
235.27,166.67,222.91,188.48
228.8,146.04,248.69,188.48
239.59,168.12,222.91,188.48
185.78,206.27,199.85,205.88
306.75,166.75,312.04,172.14
308.65,187.03,314.76,175.4
323.78,197.09,311.36,171.17
319.06,182.73,314.13,176.38
288.77,133.71,230.26,223.88
200.2,218.46,213.28,230.36
261.58,199.76,245.07,194.49
280.74,115.19,278.52,123.66
271.97,120.2,278.2,123.84
224.35,193.41,225.89,203.12
237.47,171.18,222.91,188.48
274.4,124.7,278.52,123.66
176.23,176.18,195.67,218.98
250.31,169.64,222.91,188.48
220.59,158.67,216.84,167.19
239.98,189.54,250.77,188.48
240.34,190,238.98,188.48
302.55,168.26,314.13,176.38
238.45,169.08,222.91,188.48
247.96,184.51,240.39,188.48
316.53,167.25,312.04,172.14
319.06,182.73,314.76,175.4
233.51,159.59,216.84,167.19
233.34,155.72,216.84,167.19
311.37,193.93,312.04,172.14
318.87,199.77,314.76,175.4
224.68,198.98,230.14,167.19
240.7,168.32,222.91,188.48
286.73,164.64,292.58,143.71
233.7,167.13,222.91,188.48
228.71,158.11,216.84,167.19
282.73,136.35,281.43,127.08
228.45,146.63,216.84,167.19
223.75,149.17,215.87,164.57
275.09,125.36,278.2,123.84
306.81,172.2,312.04,172.14
238.71,165.51,222.91,188.48
304.8,147.87,287.79,131.52
249.29,188.32,238.81,188.48
316.33,180.06,314.76,175.4
259.18,190.29,256.99,208.37
321.65,198.24,317.16,183.9
261.58,199.76,258.46,208.37
252.53,204.77,258.46,208.37
239.13,188.53,245.26,188.48
307.1,165.5,310.71,172.76
319.06,182.73,314.76,175.4
305.82,181.57,314.13,176.38
308.58,187.24,314.76,175.4
180.74,192.74,183.27,188.88
202.23,223.48,206.31,230.92
206.91,242.43,208.69,243.05
222.65,195.1,0,0
237.32,169.22,222.91,188.48
269.06,170.08,188.48,200.91
306.37,166.43,312.04,172.14
305.36,166.51,312.04,172.14
316.94,179.42,314.76,175.4
317.44,179.78,314.76,175.4
316.53,167.25,310.71,172.76
321.55,198.51,317.16,183.9
318.26,200.34,317.16,183.9
314.26,207.34,0,0
