225.42,193.92,0,0
172.35,180.28,177.82,175.99
178.62,170.21,178.43,176.42
197.57,228.16,208.26,235.24
197.38,231.47,217.76,222.32
224.92,241.91,243.43,161.24
221.67,242.02,234.31,283.39
235.67,169.11,218.51,180.07
234.58,154.96,215.3,180.07
229.87,156.93,218.51,181.62
224.9,147.98,218.51,181.62
206.18,241.34,206.99,243.41
218.14,256.11,213.16,260.02
221.97,253.99,212.99,260.74
221.75,254.08,212.94,229.27
231.13,253.54,0,0
231.13,253.54,0,0
212.73,263.76,258.39,191.78
216.85,238.17,216.61,233.22
214.55,234.17,206.73,238.52
200.87,224.3,203.48,231.49
204.31,222.53,203.05,234.59
203.76,200,0,0
303.73,167.11,305.15,165.43
316.75,179.47,308.53,184.49
317.68,180.28,308.53,184.49
321.22,198.75,0,0
171.27,195.53,180.5,213.66
170.78,195.84,188.9,180.35
171.86,200.1,198.6,214.91
178.05,193.4,185.46,195.53
181.86,191.79,187.02,194.22
181.75,191.69,184.97,191.23
178.59,193.95,183.7,185.63
181.58,191.97,186.59,194.22
178.62,170.21,177.78,175.27
245.67,183.79,218.51,180.07
202.77,223.34,202.73,231.09
186.44,189.23,186.65,192.7
210.52,238.35,207.06,244.2
172.6,180.35,178.03,176.66
170.23,176.11,171.57,167.96
218.36,251.8,211.18,250.14
219.37,253.44,209.58,252.36
318.66,181.42,317.08,187.44
181.67,175.05,177.92,176.16
323.22,197.84,317.08,187.44
213.11,205.21,0,0
224.62,198.42,0,0
244.31,194.14,241.11,217.39
245.06,187.16,223.28,180.07
242.28,176.47,218.51,180.07
263.16,195.38,199.15,180.07
237.5,167.43,218.51,180.07
235.46,162.68,218.51,180.07
282.61,136.42,278.01,123.69
240.06,171.17,218.51,180.07
270.91,118.95,274.25,117.91
231.53,156.49,215.3,180.07
281.05,114.87,274.13,117.61
282.99,118.12,274.13,117.61
226.77,147.38,209.54,181.62
287.53,132.84,278.01,123.69
264.92,195.25,0,0
207.91,244.44,206.6,240.82
265.06,194.27,0,0
217.56,238.01,201.36,236.8
270.63,173.43,0,0
303.78,167.73,314.9,161.04
215.77,262.06,274.13,293.3
316.43,179.62,317.08,187.44
321.47,198.62,0,0
179.27,170.39,185.06,190.98
307.06,172.47,313.6,159.92
172.6,180.93,178.1,176.61
309.31,177.84,314.96,177.21
205.58,221.99,202.56,234.27
285.27,134.53,281.31,127.48
217,237.66,206.45,239.44
205.58,221.99,203.96,231.39
280.05,125.18,278.01,123.69
201.13,224.39,203.27,226.71
281.4,116.24,274.13,117.61
218.48,255.64,210.83,254.46
272.31,122.21,264.03,121.15
217.52,237.8,206.54,240.95
284.95,133.88,278.01,123.69
204.23,222.25,202.65,233.57
206.13,252.35,202.31,250.02
234.37,168.4,218.51,181.62
185.65,190.35,182.09,184.33
234.05,155.63,218.51,181.62
228.74,145.84,218.51,181.62
207.46,243.63,206.47,240.53
169.72,175.16,177.54,175.46
242.64,172.67,218.51,180.07
234.49,168.63,218.51,180.07
204.89,222.3,204.5,230.23
225.17,148.34,215.3,180.07
187.38,188.83,187.3,192.87
217.23,239.26,205.16,237.88
207.68,243.32,206.34,239.6
174.16,173.18,177.4,175.3
183.66,221.95,213.26,275.66
204.61,238.49,206.14,239.52
178.71,171.69,177.17,175.15
181.68,176.16,169.46,169.4
190.22,202.03,217.25,169.55
239.17,188.99,218.32,207.78
195.47,200.88,210.18,210.69
205.58,221.99,205.68,227.06
241.96,171.98,213.42,184.72
199.81,218.92,211.32,234.84
206.47,243.74,206.33,240.06
230.57,157.38,213.42,184.72
210.66,237.96,206.93,242.21
228.75,146.16,218.5,181.62
225.39,148.03,215.3,180.07
267.3,196.22,0,0
240.45,168.41,218.51,180.07
234.37,168.4,218.51,180.07
235.39,171.32,218.51,180.07
227.96,154.97,215.3,180.07
224.54,147.95,218.51,181.62
227.56,145.69,218.51,181.62
228.7,144.47,218.51,181.62
236.25,160.29,218.51,180.07
242.76,172.75,217.72,180.07
233.67,167.14,218.51,180.07
261.79,198.06,241.11,212.98
224.85,148.73,215.3,180.07
229.02,146.88,218.51,181.62
282.61,136.42,278.01,123.69
239.05,164.42,218.51,180.07
287.48,133.79,278.01,123.69
280.34,113.71,274.13,117.61
322.96,197.66,317.08,187.44
307.03,165.54,307.2,145.45
205.58,221.99,202.58,233.51
205.25,233.51,202.65,234.87
214.74,239.34,206.37,240.24
215.19,237.93,207.53,243.74
180.96,192.52,182.22,184.6
