225.42,193.92,0,0
172.35,180.28,178.24,176.23
178.62,170.21,178.96,178.68
197.57,228.16,202.73,247.97
197.38,231.47,219.74,235.29
224.92,241.91,249.15,233.66
221.67,242.02,182.67,258.61
235.67,169.11,217.59,177.99
234.58,154.96,216.45,178.92
229.87,156.93,217.59,177.99
224.9,147.98,217.59,177.99
206.18,241.34,203.89,243.96
218.14,256.11,200.54,252.86
221.97,253.99,200.05,253.76
221.75,254.08,202.34,252.4
231.13,253.54,250.26,292.29
231.13,253.54,262.74,243.32
212.73,263.76,248.61,245.97
216.85,238.17,206.69,251.91
214.55,234.17,204.52,245.9
200.87,224.3,202.21,236.2
204.31,222.53,201.7,235.44
203.76,200,223.53,157.65
303.73,167.11,296.87,176.15
316.75,179.47,305.94,183.56
317.68,180.28,305.94,183.56
321.22,198.75,313.03,196.27
171.27,195.53,202.09,204.42
170.78,195.84,193.15,184.73
171.86,200.1,195.08,184.54
178.05,193.4,187.14,191.07
181.86,191.79,184.86,192.02
181.75,191.69,183.01,191.02
178.59,193.95,188.84,186.44
181.58,191.97,185.07,191.77
178.62,170.21,178.52,177.54
245.67,183.79,217.59,177.99
202.77,223.34,201.47,236.36
186.44,189.23,184.15,191.42
210.52,238.35,203.74,244.43
172.6,180.35,178.81,177.03
170.23,176.11,176.95,174.12
218.36,251.8,210.27,234.96
219.37,253.44,202.11,248.9
318.66,181.42,313.03,196.27
181.67,175.05,178.27,176.33
323.22,197.84,320.38,185.8
213.11,205.21,269.06,232.88
224.62,198.42,0,0
244.31,194.14,229.44,199.55
245.06,187.16,227.43,181.39
242.28,176.47,217.59,177.99
263.16,195.38,242.64,185.37
237.5,167.43,217.59,177.99
235.46,162.68,217.59,177.99
282.61,136.42,284.86,127.77
240.06,171.17,217.59,177.99
270.91,118.95,279.82,123.85
231.53,156.49,216.45,178.92
281.05,114.87,276.79,124.14
282.99,118.12,276.79,124.14
226.77,147.38,217.19,177.99
287.53,132.84,284.86,127.77
264.92,195.25,246.43,224.76
207.91,244.44,206.46,241.63
265.06,194.27,246.43,224.54
217.56,238.01,204.08,240.32
270.63,173.43,177.99,177.99
303.78,167.73,246.07,241.16
215.77,262.06,170.66,262.47
316.43,179.62,320.38,185.8
321.47,198.62,313.71,194.56
179.27,170.39,184.43,192.18
307.06,172.47,244.8,241.16
172.6,180.93,178.59,176.84
309.31,177.84,246.07,241.16
205.58,221.99,202.82,238.5
285.27,134.53,282.39,129.16
217,237.66,206.05,239.29
205.58,221.99,202.46,235.94
280.05,125.18,284.86,127.77
201.13,224.39,200.47,231.79
281.4,116.24,276.79,124.14
218.48,255.64,199.34,244.98
272.31,122.21,266.43,125.02
217.52,237.8,207.95,242.2
284.95,133.88,284.86,127.77
204.23,222.25,201.29,234.37
206.13,252.35,197.83,245.53
234.37,168.4,217.59,177.99
185.65,190.35,182.52,185.38
234.05,155.63,217.59,177.99
228.74,145.84,217.59,177.99
207.46,243.63,206.82,241.79
169.72,175.16,178.08,175.77
242.64,172.67,217.59,177.99
234.49,168.63,217.59,177.99
204.89,222.3,200.23,231.32
225.17,148.34,216.45,178.92
187.38,188.83,184.14,191.55
217.23,239.26,202.36,241.73
207.68,243.32,205.59,239.77
174.16,173.18,178.12,175.76
183.66,221.95,208.72,223.47
204.61,238.49,205.57,239.93
178.71,171.69,177.86,175.86
181.68,176.16,171.77,174.17
190.22,202.03,210.65,201.56
239.17,188.99,218.29,194.99
195.47,200.88,190.19,216.07
205.58,221.99,201.56,232.34
241.96,171.98,214.27,179.76
199.81,218.92,212.23,239.49
206.47,243.74,206.41,240.51
230.57,157.38,214.27,179.76
210.66,237.96,204.04,243.05
228.75,146.16,217.59,177.99
225.39,148.03,216.45,178.92
267.3,196.22,246.43,225.11
240.45,168.41,217.59,177.99
234.37,168.4,217.59,177.99
235.39,171.32,217.59,177.99
227.96,154.97,216.45,178.92
224.54,147.95,217.59,177.99
227.56,145.69,217.59,177.99
228.7,144.47,217.59,177.99
236.25,160.29,217.59,177.99
242.76,172.75,217.59,177.99
233.67,167.14,217.59,177.99
261.79,198.06,246.65,204.98
224.85,148.73,216.45,178.92
229.02,146.88,217.59,177.99
282.61,136.42,284.86,127.77
239.05,164.42,217.59,177.99
287.48,133.79,284.86,127.77
280.34,113.71,276.79,124.14
322.96,197.66,320.38,185.8
307.03,165.54,247.95,241.16
205.58,221.99,202.2,238.03
205.25,233.51,203.01,239.01
214.74,239.34,205.28,240.91
215.19,237.93,201.88,243.5
180.96,192.52,182.36,184.94
